course_id,title,platform,category,instructor,learning_product,level,duration,skills,rating,reviews,data_source,url
81,Document Design,Coursera,Computer Science,Adobe,Course,Mixed,1 - 4 Weeks,"Adobe Acrobat, Document Management, Workflow Management, File Management, Presentations, Client Services, Marketing Design, Version Control, Branding, Project Scoping, Constructive Feedback",4.6,7700,Curated,
82,Повествование и влияние: Эффектная коммуникация,Coursera,Business,Macquarie University,Course,Mixed,1 - 3 Months,"Earned Value Management, Project Schedules, Procurement, Scheduling, Capital Budgeting, Financial Analysis, Project Performance, Spreadsheet Software, Cost Management, Project Estimation, Cost Benefit Analysis, Microsoft Excel, Investment Management, Project Management Institute (PMI) Methodology, Return On Investment, Variance Analysis, Forecasting",4.7,81,Curated,
83,Accounting Data Analytics,Coursera,Information Technology,University of Illinois Urbana-Champaign,Specialization,Intermediate,3 - 6 Months,"Machine Learning Algorithms, Jupyter, Tableau Software, Matplotlib, Data Visualization Software, Unsupervised Learning, Data Visualization, Pandas (Python Package), Scikit Learn (Machine Learning Library), Data Manipulation, Machine Learning, Excel Macros, Text Mining, Applied Machine Learning, Time Series Analysis and Forecasting, Data Processing, Statistical Visualization, Analytics, Accounting and Finance Software, Analytical Skills",4.9,13,Curated,
84,Analítica y ciencia de datos para negocios,Coursera,Data Science,Pontificia Universidad Católica del Perú,Course,Beginner,1 - 3 Months,"Business Analytics, Dimensionality Reduction, Data Processing, Analytics, Data Cleansing, Data Transformation, Anomaly Detection, Databases, R Programming, Data Analysis, Data Quality, Data Science, Exploratory Data Analysis, Statistical Methods",4.6,2700,Curated,
85,Introduction to Public Relations and the Media,Coursera,Business,University of Colorado Boulder,Specialization,Beginner,3 - 6 Months,"Press Releases, Strategic Communication, Media Relations, Public Relations, Marketing and Public Relations, Media and Communications, Crisis Management, Marketing Communications, Corporate Communications, Corporate Sustainability, Brand Strategy, Content Creation, Branding, Storytelling, Business Ethics, Communication, Social Media, Communication Strategies, Persuasive Communication, Professional Networking",4.6,411,Curated,
86,UX: Research Process,Coursera,Computer Science,Packt,Course,Intermediate,1 - 3 Months,"User Experience, Information Architecture, Design Thinking, User Experience Design, Usability Testing, User Research, Usability, Persona Development, User Flows, Content Creation, Interviewing Skills, Storytelling",4.3,799,Curated,
87,"Sequences, Time Series and Prediction",Coursera,Information Technology,DeepLearning.AI,Course,Intermediate,1 - 4 Weeks,"Tensorflow, Time Series Analysis and Forecasting, Keras (Neural Network Library), Applied Machine Learning, Deep Learning, Predictive Modeling, Artificial Neural Networks, Forecasting, Machine Learning",4.7,5100,Curated,
88,Introduction to Business Analysis Using Spreadsheets: Basics,Coursera,Data Science,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Google Sheets, Spreadsheet Software, Data Presentation, Data Analysis, Data Visualization Software, Productivity Software, Business Analysis, Data Manipulation, Descriptive Statistics, Statistics, Excel Formulas, Data Cleansing, Mathematical Software",4.8,355,Curated,
89,Microsoft PL-300 Exam Preparation and Practice,Coursera,Information Technology,Microsoft,Course,Beginner,1 - 3 Months,"Power BI, Data Visualization Software, Data Storytelling, Data Modeling, Data Analysis, Business Intelligence, Microsoft Azure, Data Transformation, Data Cleansing, Data Management, Generative AI",4.6,387,Curated,
90,Excel Skills for Business: Advanced,Coursera,Business,Macquarie University,Course,Intermediate,1 - 3 Months,"Dashboard, Microsoft Excel, Excel Formulas, Spreadsheet Software, Data Analysis Expressions (DAX), Data Cleansing, Business Intelligence, Data Validation, Financial Modeling, Productivity Software, Financial Analysis, Automation, Data Management",4.8,3600,Curated,
91,AI Foundations for Everyone,Coursera,Data Science,IBM,Specialization,Beginner,3 - 6 Months,"ChatGPT, Generative AI, Artificial Intelligence, Data Ethics, OpenAI, Artificial Intelligence and Machine Learning (AI/ML), Deep Learning, Artificial Neural Networks, Application Deployment, IBM Cloud, Governance, Machine Learning, Business Transformation, Ethical Standards And Conduct, Computer Vision, Self Service Technologies, Information Architecture, Business Process Automation, Software Development Tools, Image Analysis",4.7,23000,Curated,
92,Futures Thinking,Coursera,Business,Institute for the Future,Specialization,Beginner,3 - 6 Months,"Forecasting, Visionary, Innovation, Proactivity, Strategic Thinking, Augmented and Virtual Reality (AR/VR), Creative Thinking, Action Oriented, Simulations, Optimism, Ideation, Planning, Community Organizing, Systems Thinking, Independent Thinking, Dealing With Ambiguity, Trend Analysis, Brainstorming, Empathy, Market Trend",4.6,1500,Curated,
93,Prompt Engineering,Coursera,Information Technology,Vanderbilt University,Specialization,Beginner,1 - 3 Months,"ChatGPT, Ideation, Verification And Validation, Data Presentation, Document Management, Generative AI, Creative Thinking, Creativity, Artificial Intelligence, Risk Management Framework, OpenAI, Productivity Software, Microsoft Excel, Data Ethics, Data Analysis, Information Management, Natural Language Processing, Data Transformation, Technical Communication, Problem Solving",4.8,5600,Curated,
94,CertNexus Certified Artificial Intelligence Practitioner,Coursera,Information Technology,CertNexus,Professional Certificate,Intermediate,3 - 6 Months,"Classification And Regression Tree (CART), Data Ethics, Unsupervised Learning, Random Forest Algorithm, Data Analysis, Regression Analysis, Decision Tree Learning, Machine Learning Algorithms, Data Collection, Statistical Machine Learning, Deep Learning, Workflow Management, MLOps (Machine Learning Operations), Business Ethics, Compliance Management, Applied Machine Learning, Scheduling, Learning Strategies, Test Planning, Goal Setting",4.6,3700,Curated,
95,Gestão de Operações,Coursera,Business,Insper,Course,Beginner,1 - 3 Months,"Overcoming Objections, Prospecting and Qualification, Lead Generation, Sales Development, Sales Prospecting, Cold Calling, Emotional Intelligence, Consultative Selling, Phone Sales, Selling Techniques, Sales Strategy, Rapport Building, Customer Relationship Building, Empathy, Active Listening, Persona Development",4.3,38,Curated,
96,Web Technologies and Security,Coursera,Computer Science,Codio,Specialization,Beginner,1 - 3 Months,"Application Security, Open Web Application Security Project (OWASP), Angular, OAuth, Test Driven Development (TDD), Cryptography, Data Validation, Unit Testing, Vue.JS, Data Security, Authentications, HTML and CSS, Encryption, Authorization (Computing), General Data Protection Regulation (GDPR), Web Development, Software Testing, Web Applications, JavaScript Frameworks, Front-End Web Development",4.8,58,Curated,
97,Fundamentals of Data Visualization,Coursera,Data Science,University of Colorado Boulder,Course,Intermediate,1 - 4 Weeks,"Data Visualization Software, Interactive Data Visualization, Visualization (Computer Graphics), User Centered Design, Data Presentation, Usability, Data Storytelling, Human Computer Interaction, Design Research, Usability Testing, Requirements Analysis",4.8,191,Curated,
98,Applied Software Engineering Fundamentals,Coursera,Computer Science,IBM,Specialization,Beginner,3 - 6 Months,"Software Development Life Cycle, Linux Commands, Unit Testing, Bash (Scripting Language), Shell Script, Git (Version Control System), GitHub, Development Environment, Version Control, File Management, Jupyter, Software Engineering, Software Architecture, Application Deployment, Automation, Flask (Web Framework), Web Scraping, Python Programming, Open Source Technology, Application Development",4.6,46000,Curated,
99,Camino a la Excelencia en Gestión de Proyectos,Coursera,Business,Pontificia Universidad Católica de Chile,Course,Beginner,1 - 3 Months,"Lean Methodologies, Lean Manufacturing, Process Improvement, Culture Transformation, Project Management, Operational Efficiency, Process Mapping, Organizational Change, Continuous Improvement Process, Contract Management, Cross-Functional Collaboration",4.7,4600,Curated,
100,L'excellence opérationnelle en pratique,Coursera,Business,ESSEC Business School,Course,Beginner,1 - 4 Weeks,"Operational Excellence, Operational Efficiency, Operational Analysis, Operations Management, Kaizen Methodology, Business Operations, Operational Performance Management, Process Improvement, Business Process Management, Quality Improvement, Lean Methodologies, Lean Manufacturing, Business Process Improvement, Continuous Improvement Process, Kanban Principles, Culture Transformation, Organizational Development, Six Sigma Methodology, Process Mapping, Management Training And Development",4.6,234,Curated,
101,Team Building and Leadership in Project Management,Coursera,Business,Microsoft,Course,Beginner,1 - 4 Weeks,"Telecommuting, Virtual Teams, Team Management, Human Resources Management and Planning, Culture Transformation, Performance Metric, Leadership and Management, Organizational Strategy, Business Transformation, Organizational Leadership, Change Management, Performance Management, Organizational Structure, Adaptability, Collaboration, Communication Strategies",4.8,112,Curated,
102,IBM AI Engineering,Coursera,Information Technology,IBM,Professional Certificate,Intermediate,3 - 6 Months,"PyTorch (Machine Learning Library), Supervised Learning, Feature Engineering, Generative AI, Keras (Neural Network Library), Jupyter, Unsupervised Learning, Natural Language Processing, Reinforcement Learning, Deep Learning, Scikit Learn (Machine Learning Library), Machine Learning Algorithms, Data Manipulation, Tensorflow, Python Programming, Verification And Validation, Applied Machine Learning, ChatGPT, Artificial Neural Networks, Statistical Machine Learning",4.6,19000,Curated,
103,Generative AI for Executives and Business Leaders,Coursera,Business,IBM,Specialization,Intermediate,1 - 4 Weeks,"Risk Mitigation, Generative AI, Risk Analysis, Competitive Intelligence, Feasibility Studies, Data Ethics, Brainstorming, Business Priorities, Return On Investment, Data Strategy, Business Leadership, Goal Setting, Artificial Intelligence, Business Solutions, Ideation, Business Strategy, Writing, Scalability, Business Transformation, Business Ethics",4.7,11000,Curated,
104,Distributed Programming in SAS® Viya® for Data Analysts,Coursera,Information Technology,SAS,Specialization,Beginner,3 - 6 Months,"SAS (Software), Data Manipulation, Data Validation, Data Analysis, Data Cleansing, Exploratory Data Analysis, Cloud Computing, Statistical Reporting, Distributed Computing, Cloud Services, Data Processing, Data Transformation, Statistical Programming, Data Management, Cloud Computing Architecture, Servers, Data Analysis Software, SQL, Query Languages",4.6,13000,Curated,
105,Google Project Management (PT),Coursera,Business,Google,Professional Certificate,Beginner,3 - 6 Months,"Cost Management, Quality Management, Backlogs, Project Closure, Project Planning, Sprint Retrospectives, Project Scoping, Team Leadership, Project Management Life Cycle, Agile Project Management, Communication Planning, Continuous Improvement Process, Process Improvement, Project Management Software, Project Management, Change Control, Project Controls, Agile Methodology, Requirements Analysis, Change Management",4.4,1900,Curated,
