course_id,title,platform,category,level,duration,skills,rating,reviews,url
89,Microsoft PL-300 Exam Preparation and Practice,Coursera,Information Technology,Beginner,1 - 3 Months,"Power BI, Data Visualization Software, Data Storytelling, Data Modeling, Data Analysis, Business Intelligence, Microsoft Azure, Data Transformation, Data Cleansing, Data Management, Generative AI",4.6,387,
90,Excel Skills for Business: Advanced,Coursera,Business,Intermediate,1 - 3 Months,"Dashboard, Microsoft Excel, Excel Formulas, Spreadsheet Software, Data Analysis Expressions (DAX), Data Cleansing, Business Intelligence, Data Validation, Financial Modeling, Productivity Software, Financial Analysis, Automation, Data Management",4.8,3600,
91,AI Foundations for Everyone,Coursera,Data Science; Information Technology,Beginner,3 - 6 Months,"ChatGPT, Generative AI, Artificial Intelligence, Data Ethics, OpenAI, Artificial Intelligence and Machine Learning (AI/ML), Deep Learning, Artificial Neural Networks, Application Deployment, IBM Cloud, Governance, Machine Learning, Business Transformation, Ethical Standards And Conduct, Computer Vision, Self Service Technologies, Information Architecture, Business Process Automation, Software Development Tools, Image Analysis",4.7,23000,
92,Futures Thinking,Coursera,Business,Beginner,3 - 6 Months,"Forecasting, Visionary, Innovation, Proactivity, Strategic Thinking, Augmented and Virtual Reality (AR/VR), Creative Thinking, Action Oriented, Simulations, Optimism, Ideation, Planning, Community Organizing, Systems Thinking, Independent Thinking, Dealing With Ambiguity, Trend Analysis, Brainstorming, Empathy, Market Trend",4.6,1500,
94,CertNexus Certified Artificial Intelligence Practitioner,Coursera,Information Technology,Intermediate,3 - 6 Months,"Classification And Regression Tree (CART), Data Ethics, Unsupervised Learning, Random Forest Algorithm, Data Analysis, Regression Analysis, Decision Tree Learning, Machine Learning Algorithms, Data Collection, Statistical Machine Learning, Deep Learning, Workflow Management, MLOps (Machine Learning Operations), Business Ethics, Compliance Management, Applied Machine Learning, Scheduling, Learning Strategies, Test Planning, Goal Setting",4.6,3700,
95,Gestão de Operações,Coursera,Business,Beginner,1 - 3 Months,"Overcoming Objections, Prospecting and Qualification, Lead Generation, Sales Development, Sales Prospecting, Cold Calling, Emotional Intelligence, Consultative Selling, Phone Sales, Selling Techniques, Sales Strategy, Rapport Building, Customer Relationship Building, Empathy, Active Listening, Persona Development",4.3,38,
96,Web Technologies and Security,Coursera,Computer Science,Beginner,1 - 3 Months,"Application Security, Open Web Application Security Project (OWASP), Angular, OAuth, Test Driven Development (TDD), Cryptography, Data Validation, Unit Testing, Vue.JS, Data Security, Authentications, HTML and CSS, Encryption, Authorization (Computing), General Data Protection Regulation (GDPR), Web Development, Software Testing, Web Applications, JavaScript Frameworks, Front-End Web Development",4.8,58,
97,Fundamentals of Data Visualization,Coursera,Data Science,Intermediate,1 - 4 Weeks,"Data Visualization Software, Interactive Data Visualization, Visualization (Computer Graphics), User Centered Design, Data Presentation, Usability, Data Storytelling, Human Computer Interaction, Design Research, Usability Testing, Requirements Analysis",4.8,191,
98,Applied Software Engineering Fundamentals,Coursera,Computer Science,Beginner,3 - 6 Months,"Software Development Life Cycle, Linux Commands, Unit Testing, Bash (Scripting Language), Shell Script, Git (Version Control System), GitHub, Development Environment, Version Control, File Management, Jupyter, Software Engineering, Software Architecture, Application Deployment, Automation, Flask (Web Framework), Web Scraping, Python Programming, Open Source Technology, Application Development",4.6,46000,
99,Camino a la Excelencia en Gestión de Proyectos,Coursera,Business,Beginner,1 - 3 Months,"Lean Methodologies, Lean Manufacturing, Process Improvement, Culture Transformation, Project Management, Operational Efficiency, Process Mapping, Organizational Change, Continuous Improvement Process, Contract Management, Cross-Functional Collaboration",4.7,4600,
100,L'excellence opérationnelle en pratique,Coursera,Business,Beginner,1 - 4 Weeks,"Operational Excellence, Operational Efficiency, Operational Analysis, Operations Management, Kaizen Methodology, Business Operations, Operational Performance Management, Process Improvement, Business Process Management, Quality Improvement, Lean Methodologies, Lean Manufacturing, Business Process Improvement, Continuous Improvement Process, Kanban Principles, Culture Transformation, Organizational Development, Six Sigma Methodology, Process Mapping, Management Training And Development",4.6,234,
101,Team Building and Leadership in Project Management,Coursera,Business,Beginner,1 - 4 Weeks,"Telecommuting, Virtual Teams, Team Management, Human Resources Management and Planning, Culture Transformation, Performance Metric, Leadership and Management, Organizational Strategy, Business Transformation, Organizational Leadership, Change Management, Performance Management, Organizational Structure, Adaptability, Collaboration, Communication Strategies",4.8,112,
102,IBM AI Engineering,Coursera,Information Technology,Intermediate,3 - 6 Months,"PyTorch (Machine Learning Library), Supervised Learning, Feature Engineering, Generative AI, Keras (Neural Network Library), Jupyter, Unsupervised Learning, Natural Language Processing, Reinforcement Learning, Deep Learning, Scikit Learn (Machine Learning Library), Machine Learning Algorithms, Data Manipulation, Tensorflow, Python Programming, Verification And Validation, Applied Machine Learning, ChatGPT, Artificial Neural Networks, Statistical Machine Learning",4.6,19000,
103,Generative AI for Executives and Business Leaders,Coursera,Business,Intermediate,1 - 4 Weeks,"Risk Mitigation, Generative AI, Risk Analysis, Competitive Intelligence, Feasibility Studies, Data Ethics, Brainstorming, Business Priorities, Return On Investment, Data Strategy, Business Leadership, Goal Setting, Artificial Intelligence, Business Solutions, Ideation, Business Strategy, Writing, Scalability, Business Transformation, Business Ethics",4.7,11000,
104,Distributed Programming in SAS® Viya® for Data Analysts,Coursera,Information Technology,Beginner,3 - 6 Months,"SAS (Software), Data Manipulation, Data Validation, Data Analysis, Data Cleansing, Exploratory Data Analysis, Cloud Computing, Statistical Reporting, Distributed Computing, Cloud Services, Data Processing, Data Transformation, Statistical Programming, Data Management, Cloud Computing Architecture, Servers, Data Analysis Software, SQL, Query Languages",4.6,13000,
105,Google Project Management (PT),Coursera,Business,Beginner,3 - 6 Months,"Cost Management, Quality Management, Backlogs, Project Closure, Project Planning, Sprint Retrospectives, Project Scoping, Team Leadership, Project Management Life Cycle, Agile Project Management, Communication Planning, Continuous Improvement Process, Process Improvement, Project Management Software, Project Management, Change Control, Project Controls, Agile Methodology, Requirements Analysis, Change Management",4.4,1900,
106,Social Media Management,Coursera,Business,Beginner,1 - 4 Weeks,"Social Media Content, Social Media Management, Social Media Marketing, Content Creation, Social Media Strategy, Content Marketing, Instagram, Content Management, Brand Strategy, Brand Management, Facebook, Customer Engagement",4.8,5500,
107,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Coursera,Data Science; Information Technology,Intermediate,1 - 4 Weeks,"Tensorflow, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Performance Tuning, Machine Learning Methods, Artificial Neural Networks, Applied Machine Learning, Machine Learning, Supervised Learning, Machine Learning Algorithms, Network Architecture, Algorithms, Analysis, Debugging",4.9,63000,
108,大數據分析：商業應用與策略管理 (Big Data Analytics: Business Applications and Strategic Decisions),Coursera,Information Technology,Beginner,1 - 3 Months,"Marketing Analytics, Social Media, Business Analytics, Customer Insights, Market Analysis, Market Research, Social Media Marketing, Marketing, Financial Data, Banking, Business Intelligence, Big Data, Analytics, Financial Services, Data Analysis, Strategic Decision-Making",3.9,102,
109,Deep Learning with Keras and Tensorflow,Coursera,Data Science; Information Technology,Intermediate,1 - 3 Months,"Keras (Neural Network Library), Reinforcement Learning, Unsupervised Learning, Deep Learning, Tensorflow, Generative AI, Artificial Neural Networks, Artificial Intelligence, Time Series Analysis and Forecasting, Computer Vision, Natural Language Processing, Performance Tuning",4.4,176,
110,"Program Management: Framework, Strategy, and Planning",Coursera,Business,Beginner,1 - 4 Weeks,"Portfolio Management, Investment Management, Risk Modeling, Investments, Financial Market, Risk Management, Equities, Finance, Asset Management, Return On Investment, Risk Analysis, Statistical Methods, Correlation Analysis, Decision Making, Quantitative Research, Descriptive Statistics, Variance Analysis",4.7,17,
112,Unlock the Power of Data with Power BI,Coursera,Data Science,Beginner,1 - 4 Weeks,"Power BI, Data-Driven Decision-Making, Data Analysis, Business Intelligence, Data Processing, Data Collection, Business Analytics, Data Transformation, Data Visualization Software, Data Management",4.6,330,
113,A Scientific Approach to Innovation Management,Coursera,Business,Mixed,1 - 3 Months,"Process Mapping, Operations Management, Process Design, Process Analysis, Operational Excellence, Business Operations, Operational Efficiency, Business Process, Operational Analysis, Production Process, Organizational Effectiveness, Supply Chain, Business Strategy, Competitive Analysis",4.3,43,
114,Computer Vision with Embedded Machine Learning,Coursera,Data Science,Intermediate,1 - 4 Weeks,"Computer Vision, Image Analysis, Artificial Neural Networks, Embedded Systems, Embedded Software, Deep Learning, Data Ethics, Machine Learning, Artificial Intelligence, Python Programming",4.9,87,
115,"API Basics 1: Build a Bot (Fetch, JSON & Async JavaScript)",Coursera,Computer Science,Intermediate,1 - 4 Weeks,"JSON, Application Programming Interface (API), Restful API, Javascript, Web Applications, Data Access, Hypertext Markup Language (HTML), Servers, Cascading Style Sheets (CSS)",4.2,10,
116,"Foundations of Sports Analytics: Data, Representation, and Models in Sports",Coursera,Information Technology,Intermediate,1 - 3 Months,"Statistical Methods, Regression Analysis, Data Cleansing, Statistical Hypothesis Testing, Correlation Analysis, Matplotlib, Data Visualization, Statistical Analysis, Probability & Statistics, R Programming, Data Analysis, Descriptive Statistics, Pandas (Python Package), Python Programming",4.1,151,
117,Introduction to Data Analytics,Coursera,Data Science; Information Technology,Beginner,1 - 3 Months,"Big Data, Data Analysis, Statistical Analysis, Apache Hadoop, Apache Hive, Data Collection, Data Mart, Data Warehousing, Data Storytelling, Apache Spark, Data Cleansing, Data Lakes, Data Visualization Software, SQL",4.8,18000,
118,IoT Cloud,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"Networking Hardware, Network Infrastructure, Network Routers, Network Switches, Network Architecture, Internet Of Things, General Networking, Network Administration, Network Protocols, Infrastructure Security, Computer Networking, Wireless Networks, Network Planning And Design, Cloud-Based Integration, System Implementation, Cloud Computing, System Monitoring",4.5,573,
